Joke ID,Joke Text,Category,Rating,Length,Maturity Level,Sentiment Score,Contextual Information,Usage Context
248,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,3.3,Medium,G,0.7,Everyday humor,Office humor
249,Why was the math book sad? It had too many problems.,Pun,4.2,Short,PG,0.9,Math joke,Icebreaker
250,"I used to play piano by ear, but now I use my hands.",One-liner,3.1,Medium,PG,0.9,Music reference,Office humor
251,Want to hear a joke about construction? I’m still working on it.,Pun,4.4,Short,G,0.9,Everyday humor,General use
252,Did you hear about the mathematician who’s afraid of negative numbers? He will stop at nothing to avoid them.,Pun,4.3,Long,PG,0.8,Math joke,Party joke
253,What’s orange and sounds like a parrot? A carrot!,Pun,3.2,Medium,Adult,1.0,Wordplay,Party joke
254,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,3.1,Long,Adult,0.6,Everyday humor,Kids' party
255,How do you organize a space party? You planet.,Pun,4.7,Medium,Adult,0.8,Science joke,Party joke
256,Why don’t skeletons fight each other? They don’t have the guts.,Pun,4.7,Short,Adult,0.7,Halloween reference,Office humor
257,Why don’t programmers like nature? It has too many bugs.,Pun,3.2,Medium,PG,0.7,Tech reference,General use
258,"My boss told me to have a good day, so I went home.",One-liner,3.3,Short,PG,0.9,Work humor,Party joke
259,Why was the math book sad? It had too many problems.,Pun,3.1,Long,Adult,0.8,Math joke,Kids' party
260,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,4.2,Long,Adult,0.6,Everyday humor,Icebreaker
261,How do you organize a space party? You planet.,Pun,3.0,Medium,G,0.9,Science joke,Party joke
262,How do you organize a space party? You planet.,Pun,3.7,Short,G,0.6,Science joke,Party joke
263,Why did the golfer bring two pairs of pants? In case he got a hole in one.,Pun,4.5,Long,PG,0.9,Sports reference,Icebreaker
264,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,4.0,Short,Adult,0.9,Science joke,Party joke
265,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,4.8,Long,Adult,0.9,Everyday humor,Office humor
266,Why don’t programmers like nature? It has too many bugs.,Pun,4.1,Short,PG,0.8,Tech reference,General use
267,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,4.1,Long,PG,0.7,Everyday humor,Office humor
268,Want to hear a joke about construction? I’m still working on it.,Pun,4.1,Long,G,0.8,Everyday humor,General use
269,Parallel lines have so much in common. It’s a shame they’ll never meet.,Pun,3.1,Medium,G,0.9,Math joke,General use
270,"What did the ocean say to the beach? Nothing, it just waved.",Pun,4.6,Long,PG,0.6,Nature reference,Icebreaker
271,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.5,Medium,PG,0.7,Science joke,Party joke
272,Want to hear a joke about construction? I’m still working on it.,Pun,3.2,Long,PG,0.7,Everyday humor,Icebreaker
273,Want to hear a joke about construction? I’m still working on it.,Pun,4.4,Long,PG,0.6,Everyday humor,Office humor
274,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.5,Short,PG,0.7,Science joke,General use
275,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.4,Long,Adult,0.9,Science joke,Office humor
276,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.5,Long,G,0.7,Science joke,Icebreaker
277,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,4.1,Medium,PG,1.0,Everyday humor,Icebreaker
278,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,3.8,Long,G,0.7,Agricultural reference,Kids' party
279,How does a penguin build its house? Igloos it together!,Pun,4.9,Medium,G,1.0,Animal reference,General use
280,How do you organize a space party? You planet.,Pun,3.4,Long,Adult,0.5,Science joke,Kids' party
281,I’m reading a book on anti-gravity. It’s impossible to put down.,Pun,3.2,Long,G,0.9,Science joke,Kids' party
282,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,3.6,Short,PG,0.8,Science joke,General use
283,Why don’t skeletons fight each other? They don’t have the guts.,Pun,3.8,Medium,PG,0.8,Halloween reference,Icebreaker
284,Why did the golfer bring two pairs of pants? In case he got a hole in one.,Pun,3.9,Short,Adult,0.6,Sports reference,Kids' party
285,Why don’t skeletons fight each other? They don’t have the guts.,Pun,5.0,Medium,PG,0.8,Halloween reference,Party joke
286,"My boss told me to have a good day, so I went home.",One-liner,3.7,Medium,PG,0.6,Work humor,Office humor
287,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,3.9,Long,G,1.0,Agricultural reference,General use
288,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,4.5,Long,Adult,0.5,Everyday humor,Kids' party
289,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,4.3,Long,Adult,0.5,Agricultural reference,Office humor
290,I would avoid the sushi if I was you. It’s a little fishy.,Pun,3.5,Medium,PG,0.5,Food reference,Kids' party
291,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,5.0,Long,Adult,0.8,Tech reference,Office humor
292,I would avoid the sushi if I was you. It’s a little fishy.,Pun,3.5,Medium,Adult,1.0,Food reference,Party joke
293,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.9,Medium,PG,0.5,Science joke,Office humor
294,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,4.2,Short,G,0.6,Everyday humor,Icebreaker
295,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,3.9,Short,PG,0.9,Agricultural reference,Kids' party
296,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,4.8,Medium,PG,0.5,Tech reference,Office humor
297,Want to hear a joke about construction? I’m still working on it.,Pun,3.1,Short,G,0.8,Everyday humor,General use
298,"What did the ocean say to the beach? Nothing, it just waved.",Pun,4.6,Medium,Adult,0.5,Nature reference,General use
299,"My boss told me to have a good day, so I went home.",One-liner,3.1,Short,Adult,0.5,Work humor,Icebreaker
300,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,4.8,Medium,PG,0.9,Everyday humor,Party joke
301,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.9,Medium,Adult,0.6,Science joke,Party joke
302,Why was the math book sad? It had too many problems.,Pun,4.1,Short,PG,1.0,Math joke,General use
303,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,3.5,Short,G,0.6,Everyday humor,Party joke
304,"I used to play piano by ear, but now I use my hands.",One-liner,3.3,Medium,G,0.9,Music reference,General use
305,Why was the math book sad? It had too many problems.,Pun,3.9,Short,PG,1.0,Math joke,General use
306,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,4.4,Short,G,0.9,Agricultural reference,Kids' party
307,Parallel lines have so much in common. It’s a shame they’ll never meet.,Pun,3.7,Short,Adult,0.6,Math joke,Icebreaker
308,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,3.7,Short,Adult,1.0,Everyday humor,Kids' party
309,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,3.4,Long,Adult,0.6,Tech reference,Office humor
310,Did you hear about the mathematician who’s afraid of negative numbers? He will stop at nothing to avoid them.,Pun,3.5,Long,PG,0.9,Math joke,Icebreaker
311,I’m on a whiskey diet. I’ve lost three days already.,One-liner,3.5,Long,Adult,0.8,Alcohol reference,Kids' party
312,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,4.8,Short,G,1.0,Seafood reference,Party joke
313,Why did the bicycle fall over? Because it was two-tired.,Pun,3.5,Long,G,0.6,Transportation reference,Kids' party
314,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.4,Long,G,0.7,Science joke,Party joke
315,I would avoid the sushi if I was you. It’s a little fishy.,Pun,3.6,Long,G,0.6,Food reference,Office humor
316,"My boss told me to have a good day, so I went home.",One-liner,3.7,Short,G,0.5,Work humor,Icebreaker
317,I’m on a whiskey diet. I’ve lost three days already.,One-liner,4.3,Long,PG,0.6,Alcohol reference,General use
318,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.1,Medium,G,0.5,Science joke,Party joke
319,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,3.6,Medium,G,0.9,Everyday humor,Party joke
320,"I used to play piano by ear, but now I use my hands.",One-liner,3.3,Long,PG,0.7,Music reference,Party joke
321,I’m on a whiskey diet. I’ve lost three days already.,One-liner,3.5,Medium,Adult,0.5,Alcohol reference,Icebreaker
322,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,4.2,Short,PG,0.6,Everyday humor,Kids' party
323,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,3.7,Short,Adult,0.8,Everyday humor,Party joke
324,"I used to play piano by ear, but now I use my hands.",One-liner,3.6,Long,G,0.8,Music reference,General use
325,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,3.7,Medium,Adult,0.9,Seafood reference,Kids' party
326,Why did the golfer bring two pairs of pants? In case he got a hole in one.,Pun,3.7,Long,Adult,0.6,Sports reference,Party joke
327,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,4.2,Short,G,0.6,Everyday humor,Party joke
328,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,4.8,Short,PG,0.9,Everyday humor,General use
329,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,4.8,Long,PG,0.8,Tech reference,Office humor
330,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,3.8,Medium,G,1.0,Agricultural reference,Icebreaker
331,Did you hear about the mathematician who’s afraid of negative numbers? He will stop at nothing to avoid them.,Pun,3.9,Medium,G,0.7,Math joke,Office humor
332,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,4.7,Long,G,0.6,Everyday humor,Kids' party
333,How does a penguin build its house? Igloos it together!,Pun,4.7,Short,Adult,0.7,Animal reference,General use
334,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,3.8,Short,PG,0.6,Tech reference,Office humor
335,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,4.2,Medium,G,0.6,Everyday humor,General use
336,Why don’t programmers like nature? It has too many bugs.,Pun,4.9,Long,Adult,0.9,Tech reference,General use
337,"I used to play piano by ear, but now I use my hands.",One-liner,4.6,Medium,Adult,0.8,Music reference,General use
338,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.3,Long,PG,0.6,Science joke,Kids' party
339,Why don’t skeletons fight each other? They don’t have the guts.,Pun,4.1,Long,Adult,0.9,Halloween reference,Icebreaker
340,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,3.4,Long,PG,0.9,Seafood reference,Icebreaker
341,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,4.5,Long,G,0.8,Everyday humor,Icebreaker
342,"I used to play piano by ear, but now I use my hands.",One-liner,4.3,Long,Adult,0.6,Music reference,Party joke
343,"What did the ocean say to the beach? Nothing, it just waved.",Pun,4.6,Medium,Adult,0.8,Nature reference,Icebreaker
344,I told my wife she should embrace her mistakes. She gave me a hug.,One-liner,3.1,Long,PG,0.5,Everyday humor,Kids' party
345,Why don’t skeletons fight each other? They don’t have the guts.,Pun,4.4,Short,Adult,0.6,Halloween reference,Icebreaker
346,I would avoid the sushi if I was you. It’s a little fishy.,Pun,3.6,Short,PG,0.8,Food reference,Icebreaker
347,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,4.8,Medium,G,0.6,Agricultural reference,Party joke
348,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,3.9,Long,Adult,0.6,Agricultural reference,General use
349,Parallel lines have so much in common. It’s a shame they’ll never meet.,Pun,3.6,Short,Adult,0.9,Math joke,Office humor
350,I’m reading a book on anti-gravity. It’s impossible to put down.,Pun,3.3,Long,Adult,0.5,Science joke,General use
351,I would avoid the sushi if I was you. It’s a little fishy.,Pun,4.6,Long,G,0.5,Food reference,General use
352,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,3.1,Long,PG,0.9,Seafood reference,Office humor
353,Why did the golfer bring two pairs of pants? In case he got a hole in one.,Pun,4.6,Long,G,0.5,Sports reference,General use
354,I’m reading a book on anti-gravity. It’s impossible to put down.,Pun,3.9,Long,Adult,0.7,Science joke,General use
355,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.7,Medium,Adult,0.7,Science joke,General use
356,What’s orange and sounds like a parrot? A carrot!,Pun,4.3,Short,G,0.6,Wordplay,General use
357,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.9,Long,Adult,0.5,Science joke,Icebreaker
358,Why did the bicycle fall over? Because it was two-tired.,Pun,3.8,Long,G,0.7,Transportation reference,Office humor
359,What’s orange and sounds like a parrot? A carrot!,Pun,4.6,Short,G,0.5,Wordplay,Party joke
360,"My boss told me to have a good day, so I went home.",One-liner,4.6,Medium,G,0.8,Work humor,Party joke
361,Want to hear a joke about construction? I’m still working on it.,Pun,4.7,Long,PG,0.6,Everyday humor,Kids' party
362,What’s orange and sounds like a parrot? A carrot!,Pun,4.1,Long,PG,0.6,Wordplay,Kids' party
363,Why don’t skeletons fight each other? They don’t have the guts.,Pun,4.4,Long,G,0.5,Halloween reference,General use
364,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,3.0,Medium,Adult,1.0,Seafood reference,Icebreaker
365,How do you organize a space party? You planet.,Pun,3.3,Medium,PG,0.7,Science joke,Icebreaker
366,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,4.4,Long,PG,0.7,Everyday humor,Office humor
367,Why did the bicycle fall over? Because it was two-tired.,Pun,3.9,Short,G,0.7,Transportation reference,Office humor
368,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,3.6,Long,G,0.7,Everyday humor,Kids' party
369,How do you organize a space party? You planet.,Pun,4.6,Long,PG,0.5,Science joke,Icebreaker
370,"What did the ocean say to the beach? Nothing, it just waved.",Pun,4.1,Medium,Adult,0.9,Nature reference,Icebreaker
371,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,4.0,Short,Adult,0.9,Science joke,Party joke
372,"My boss told me to have a good day, so I went home.",One-liner,3.0,Long,Adult,0.6,Work humor,Office humor
373,Did you hear about the mathematician who’s afraid of negative numbers? He will stop at nothing to avoid them.,Pun,3.1,Short,G,0.7,Math joke,Office humor
374,I would avoid the sushi if I was you. It’s a little fishy.,Pun,4.2,Medium,Adult,1.0,Food reference,Kids' party
375,I told my wife she should embrace her mistakes. She gave me a hug.,One-liner,3.6,Short,G,0.7,Everyday humor,Kids' party
376,How do you organize a space party? You planet.,Pun,4.0,Short,Adult,0.7,Science joke,Icebreaker
377,What’s orange and sounds like a parrot? A carrot!,Pun,3.4,Medium,Adult,0.8,Wordplay,Icebreaker
378,I would avoid the sushi if I was you. It’s a little fishy.,Pun,4.7,Short,PG,0.6,Food reference,Office humor
379,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,3.1,Long,G,0.9,Agricultural reference,Icebreaker
380,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,4.0,Medium,Adult,0.9,Agricultural reference,General use
381,I’m reading a book on anti-gravity. It’s impossible to put down.,Pun,4.3,Long,PG,0.5,Science joke,Party joke
382,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,4.4,Long,G,0.5,Everyday humor,Party joke
383,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,3.0,Long,Adult,0.8,Everyday humor,Kids' party
384,How do you organize a space party? You planet.,Pun,4.7,Short,Adult,0.6,Science joke,General use
385,Why don’t skeletons fight each other? They don’t have the guts.,Pun,4.8,Short,PG,0.9,Halloween reference,Party joke
386,"My boss told me to have a good day, so I went home.",One-liner,4.5,Medium,Adult,0.7,Work humor,Party joke
387,Want to hear a joke about construction? I’m still working on it.,Pun,4.5,Long,G,0.8,Everyday humor,Party joke
388,I told my wife she should embrace her mistakes. She gave me a hug.,One-liner,3.5,Short,Adult,0.7,Everyday humor,Icebreaker
389,I told my wife she should embrace her mistakes. She gave me a hug.,One-liner,4.3,Long,G,0.5,Everyday humor,General use
390,How do you organize a space party? You planet.,Pun,4.6,Short,Adult,0.6,Science joke,Party joke
391,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,4.7,Short,G,0.8,Seafood reference,General use
392,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.2,Long,G,0.6,Science joke,Icebreaker
393,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.4,Long,PG,1.0,Science joke,General use
394,"What did the ocean say to the beach? Nothing, it just waved.",Pun,3.7,Medium,Adult,0.6,Nature reference,Kids' party
395,Why don’t skeletons fight each other? They don’t have the guts.,Pun,3.5,Short,Adult,0.9,Halloween reference,Kids' party
396,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,4.5,Short,PG,0.7,Everyday humor,Party joke
397,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,3.5,Medium,PG,0.9,Seafood reference,Party joke
398,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,4.6,Short,Adult,1.0,Everyday humor,Kids' party
399,Why don’t skeletons fight each other? They don’t have the guts.,Pun,4.3,Short,Adult,0.8,Halloween reference,Kids' party
400,Did you hear about the mathematician who’s afraid of negative numbers? He will stop at nothing to avoid them.,Pun,3.6,Medium,PG,0.9,Math joke,Kids' party
401,Why was the math book sad? It had too many problems.,Pun,3.8,Long,Adult,0.6,Math joke,Party joke
402,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,3.7,Long,Adult,0.5,Everyday humor,Kids' party
403,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,3.4,Short,PG,0.9,Everyday humor,General use
404,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,3.1,Long,PG,0.7,Tech reference,Party joke
405,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,3.1,Short,G,0.6,Seafood reference,Party joke
406,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,4.2,Medium,PG,0.6,Science joke,Party joke
407,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,4.8,Long,G,0.9,Everyday humor,Party joke
408,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,3.2,Medium,Adult,1.0,Everyday humor,Icebreaker
409,Why don’t skeletons fight each other? They don’t have the guts.,Pun,4.3,Long,Adult,0.7,Halloween reference,Party joke
410,Why don’t skeletons fight each other? They don’t have the guts.,Pun,4.9,Medium,PG,0.9,Halloween reference,Kids' party
411,How does a penguin build its house? Igloos it together!,Pun,3.6,Medium,Adult,0.9,Animal reference,General use
412,I would avoid the sushi if I was you. It’s a little fishy.,Pun,3.6,Short,Adult,0.7,Food reference,General use
413,I would avoid the sushi if I was you. It’s a little fishy.,Pun,4.3,Short,PG,0.7,Food reference,Icebreaker
414,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.3,Medium,PG,0.8,Science joke,Party joke
415,Did you hear about the mathematician who’s afraid of negative numbers? He will stop at nothing to avoid them.,Pun,3.7,Long,Adult,0.6,Math joke,Office humor
416,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.6,Medium,PG,0.8,Science joke,Kids' party
417,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,3.8,Medium,G,1.0,Science joke,Kids' party
418,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,3.2,Long,Adult,0.9,Science joke,Party joke
419,"What did the ocean say to the beach? Nothing, it just waved.",Pun,4.8,Medium,PG,0.7,Nature reference,General use
420,Want to hear a joke about construction? I’m still working on it.,Pun,3.1,Short,PG,0.6,Everyday humor,Kids' party
421,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,4.1,Long,PG,0.9,Everyday humor,Party joke
422,What’s orange and sounds like a parrot? A carrot!,Pun,3.5,Medium,Adult,0.8,Wordplay,Kids' party
423,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.3,Long,Adult,0.7,Science joke,Kids' party
424,Why was the math book sad? It had too many problems.,Pun,4.1,Long,Adult,0.9,Math joke,Party joke
425,I would avoid the sushi if I was you. It’s a little fishy.,Pun,4.4,Short,G,0.9,Food reference,General use
426,I told my wife she should embrace her mistakes. She gave me a hug.,One-liner,4.0,Long,PG,0.8,Everyday humor,General use
427,Want to hear a joke about construction? I’m still working on it.,Pun,3.0,Short,G,0.8,Everyday humor,Icebreaker
428,I’m on a whiskey diet. I’ve lost three days already.,One-liner,3.5,Short,G,0.6,Alcohol reference,Icebreaker
429,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,4.4,Long,PG,0.9,Everyday humor,Kids' party
430,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,3.4,Long,PG,0.7,Everyday humor,Office humor
431,I would avoid the sushi if I was you. It’s a little fishy.,Pun,4.9,Medium,PG,0.7,Food reference,Office humor
432,Why did the golfer bring two pairs of pants? In case he got a hole in one.,Pun,3.2,Short,Adult,0.9,Sports reference,Icebreaker
433,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,4.5,Long,PG,0.6,Agricultural reference,Icebreaker
434,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,4.4,Short,Adult,1.0,Everyday humor,Party joke
435,I threw a boomerang a few years ago. I now live in constant fear.,One-liner,3.3,Long,PG,0.8,Everyday humor,Icebreaker
436,"I used to play piano by ear, but now I use my hands.",One-liner,4.3,Long,PG,0.8,Music reference,Office humor
437,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,4.6,Long,G,0.7,Tech reference,Icebreaker
438,I’m reading a book on anti-gravity. It’s impossible to put down.,Pun,3.8,Long,Adult,0.9,Science joke,Office humor
439,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,3.4,Medium,Adult,0.8,Seafood reference,Icebreaker
440,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,4.5,Long,PG,0.9,Seafood reference,Icebreaker
441,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,5.0,Long,G,0.7,Tech reference,Kids' party
442,I’m on a whiskey diet. I’ve lost three days already.,One-liner,3.6,Short,G,0.8,Alcohol reference,Office humor
443,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,3.9,Medium,Adult,0.8,Agricultural reference,Icebreaker
444,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,4.0,Short,G,0.8,Everyday humor,Party joke
445,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,3.4,Long,G,0.6,Science joke,Office humor
446,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,4.9,Long,G,0.5,Tech reference,Office humor
447,I told my wife she should embrace her mistakes. She gave me a hug.,One-liner,4.3,Long,PG,0.5,Everyday humor,General use
448,"I used to play piano by ear, but now I use my hands.",One-liner,4.2,Medium,Adult,0.5,Music reference,Office humor
449,Why did the bicycle fall over? Because it was two-tired.,Pun,3.6,Long,Adult,0.8,Transportation reference,Office humor
450,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,3.7,Short,G,1.0,Everyday humor,Party joke
451,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,3.5,Long,PG,0.6,Everyday humor,Icebreaker
452,I’m on a whiskey diet. I’ve lost three days already.,One-liner,4.3,Long,Adult,0.5,Alcohol reference,General use
453,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,3.9,Long,G,0.9,Tech reference,Kids' party
454,How does a penguin build its house? Igloos it together!,Pun,4.4,Long,Adult,0.9,Animal reference,Icebreaker
455,How do you organize a space party? You planet.,Pun,3.4,Long,G,0.7,Science joke,Kids' party
456,Want to hear a joke about construction? I’m still working on it.,Pun,4.1,Medium,Adult,0.9,Everyday humor,Party joke
457,Why don’t oysters share their pearls? Because they’re shellfish.,Pun,4.6,Medium,PG,0.8,Seafood reference,Kids' party
458,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,3.1,Medium,PG,0.8,Everyday humor,Party joke
459,Did you hear about the mathematician who’s afraid of negative numbers? He will stop at nothing to avoid them.,Pun,4.7,Short,Adult,0.7,Math joke,Kids' party
460,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,4.4,Short,PG,0.8,Everyday humor,Office humor
461,"My boss told me to have a good day, so I went home.",One-liner,3.7,Medium,Adult,0.9,Work humor,Office humor
462,I told my wife she should embrace her mistakes. She gave me a hug.,One-liner,4.5,Medium,Adult,0.7,Everyday humor,Icebreaker
463,Why was the math book sad? It had too many problems.,Pun,3.2,Long,G,0.5,Math joke,Kids' party
464,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,3.3,Medium,PG,0.8,Everyday humor,Office humor
465,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,4.1,Long,G,1.0,Tech reference,Icebreaker
466,"Did you hear about the restaurant on the moon? Great food, no atmosphere.",One-liner,4.9,Medium,Adult,0.6,Science joke,Office humor
467,"I told my computer I needed a break, and now it won’t stop sending me Kit-Kats.",Pun,4.3,Long,G,0.5,Tech reference,General use
468,Why don’t some couples go to the gym? Because some relationships don’t work out.,Pun,3.4,Medium,G,0.7,Everyday humor,Party joke
469,"What did the ocean say to the beach? Nothing, it just waved.",Pun,4.9,Medium,Adult,0.8,Nature reference,Office humor
470,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,3.7,Medium,PG,0.6,Agricultural reference,General use
471,Want to hear a joke about construction? I’m still working on it.,Pun,3.2,Medium,PG,0.7,Everyday humor,General use
472,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.2,Long,Adult,0.8,Science joke,Office humor
473,Parallel lines have so much in common. It’s a shame they’ll never meet.,Pun,3.4,Medium,Adult,0.9,Math joke,Kids' party
474,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.2,Short,PG,0.8,Science joke,Office humor
475,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,3.8,Medium,G,0.7,Everyday humor,Office humor
476,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.5,Medium,Adult,0.8,Science joke,Office humor
477,Why don’t scientists trust atoms? Because they make up everything!,Pun,3.3,Medium,G,0.6,Science joke,General use
478,"I used to play piano by ear, but now I use my hands.",One-liner,3.1,Long,Adult,0.6,Music reference,Office humor
479,How does a penguin build its house? Igloos it together!,Pun,4.2,Short,Adult,0.9,Animal reference,General use
480,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,4.1,Medium,PG,0.9,Agricultural reference,Kids' party
481,Did you hear about the mathematician who’s afraid of negative numbers? He will stop at nothing to avoid them.,Pun,4.7,Long,G,0.7,Math joke,Party joke
482,"I used to play piano by ear, but now I use my hands.",One-liner,4.0,Short,G,1.0,Music reference,Party joke
483,"What did the ocean say to the beach? Nothing, it just waved.",Pun,3.8,Long,PG,1.0,Nature reference,Office humor
484,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.3,Long,G,0.5,Science joke,Kids' party
485,I’m on a whiskey diet. I’ve lost three days already.,One-liner,3.9,Medium,G,0.6,Alcohol reference,Kids' party
486,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,3.7,Short,PG,0.6,Everyday humor,Office humor
487,How does a penguin build its house? Igloos it together!,Pun,3.7,Medium,PG,0.7,Animal reference,Icebreaker
488,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.6,Short,G,0.6,Science joke,Party joke
489,"I got hit in the head with a can of soda. Luckily, it was a soft drink.",Pun,3.8,Medium,Adult,0.9,Everyday humor,Party joke
490,Parallel lines have so much in common. It’s a shame they’ll never meet.,Pun,3.7,Medium,G,1.0,Math joke,General use
491,Why did the scarecrow win an award? Because he was outstanding in his field!,Pun,3.6,Medium,G,0.9,Agricultural reference,Kids' party
492,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.9,Long,PG,0.6,Science joke,General use
493,Why don’t scientists trust atoms? Because they make up everything!,Pun,4.1,Medium,PG,1.0,Science joke,Kids' party
494,I told my wife she was drawing her eyebrows too high. She looked surprised.,One-liner,3.1,Long,G,0.6,Everyday humor,General use
